Proto-Turkic: *Āb	rel:etymological_origin_of	Old Turkic: ab
Old Turkic: ab	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *Āb	rel:etymological_origin_of	Karakhanid: av
Karakhanid: av	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *Āb	rel:etymological_origin_of	Turkish: av
Turkish: av	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *Āb	rel:etymological_origin_of	Tatar: aw
Tatar: aw	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *Āb	rel:etymological_origin_of	Middle Turkic: aw
Middle Turkic: aw	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *Āb	rel:etymological_origin_of	Uzbek: ɔv
Uzbek: ɔv	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *Āb	rel:etymological_origin_of	Uighur: aw
Uighur: aw	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *Āb	rel:etymological_origin_of	Azerbaidzhan: ov
Azerbaidzhan: ov	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *Āb	rel:etymological_origin_of	Turkmen: āv
Turkmen: āv	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *Āb	rel:etymological_origin_of	Kirghiz: ū
Kirghiz: ū	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *Āb	rel:etymological_origin_of	Kazakh: aw
Kazakh: aw	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *Āb	rel:etymological_origin_of	Noghai: aw
Noghai: aw	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *Āb	rel:etymological_origin_of	Balkar: uw
Balkar: uw	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *Āb	rel:etymological_origin_of	Gagauz: av
Gagauz: av	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *Āb	rel:etymological_origin_of	Karaim: av
Karaim: av	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *Āb	rel:etymological_origin_of	Kumyk: aw
Kumyk: aw	rel:etymology	Proto-Turkic: *Āb
Proto-Turkic: *ab-	rel:etymological_origin_of	Old Turkic: av-
Old Turkic: av-	rel:etymology	Proto-Turkic: *ab-
Proto-Turkic: *ab-	rel:etymological_origin_of	Karakhanid: av-
Karakhanid: av-	rel:etymology	Proto-Turkic: *ab-
Proto-Turkic: *ạbuč	rel:etymological_origin_of	Karakhanid: avut
